Name                    |MPF            |     plx|  e_plx|  Teff|e_Teff| logg|e_logg|   plxsp| e_plxsp|Comment
SDSS J084446.99+161404.0|53711-2278-009 | 1.60392|0.23405| 29155|  401|7.361|0.073| 1.38111| 0.09879|
SDSS J084456.99+822308.6|54523-2549-052 | 2.81766|0.21588| 23641|  372|7.947|0.051| 2.36226| 0.11591|
SDSS J084457.81+453632.8|52235-0763-168 |15.96333|0.07776|  9158|   24|8.104|0.028|22.24453| 0.51115|
SDSS J084524.63+380156.0|52323-0865-239 |24.80096|0.07295|  8069|   22|7.927|0.032|23.72851| 0.57347|
SDSS J084529.39+262141.1|53350-1932-266 | 4.28059|0.17908| 12196|  176|7.665|0.069| 4.35103| 0.22280|
SDSS J084529.99+290718.2|52965-1588-487 | 3.73828|0.16794| 18297|  169|8.067|0.029| 4.76631| 0.13052|
SDSS J084534.00+415634.7|52592-0896-041 | 8.68580|0.23007|  8423|   62|8.366|0.078| 9.55294| 0.64528|
SDSS J084537.74+065346.2|54152-2317-335 | 8.56069|0.11839| 23502|  159|8.451|0.022| 7.83592| 0.18327|
SDSS J084553.53+535558.4|53757-2316-035 | 5.40405|0.11637| 16082|  247|7.835|0.047| 4.97191| 0.21298|
SDSS J084554.61-003206.6|51901-0467-121 | 4.35302|0.15158| 16087|  243|7.972|0.045| 4.37000| 0.18203|
SDSS J084607.76+544012.8|53742-2331-604 | 3.07064|0.23287| 25973|  314|8.042|0.046| 2.23804| 0.09751|
SDSS J084608.35+413852.7|52296-0829-409 | 1.57289|0.25123| 37036|  785|7.925|0.109| 1.48098| 0.13927|
SDSS J084639.28+091406.8|53086-1760-433 | 2.18778|0.16533| 41754|  757|7.710|0.084| 1.69653| 0.12847|
SDSS J084654.44+051402.9|54149-2332-281 |12.45408|0.30935|  6499|   99|7.959|0.197|11.86710| 1.58880|
SDSS J084703.23+031232.8|52224-0564-545 | 5.01573|0.27561| 17353|  323|8.589|0.049| 4.59808| 0.24663|
SDSS J084708.16+420113.2|52592-0896-001 | 2.67852|0.21323| 19828|  371|7.990|0.058| 3.10657| 0.16767|
SDSS J084732.41+400059.7|52296-0829-169 | 3.94103|0.25485| 10165|   79|8.300|0.067| 6.62389| 0.38852|
SDSS J084746.81+451006.3|52235-0763-144 | 4.04013|0.20985| 11687|  186|8.120|0.060| 5.12445| 0.28147|
SDSS J084802.50+082144.1|52964-1298-562 | 2.81943|0.22877| 19650|  425|7.842|0.067| 2.65937| 0.16644|
SDSS J084831.33+272735.7|53350-1932-466 | 2.47193|0.22702| 22795|  420|7.821|0.058| 2.32711| 0.12899|
SDSS J084856.54+063225.5|54149-2332-466 | 4.19776|0.27633| 13096|  208|8.048|0.049| 4.12188| 0.17183|
SDSS J084904.05+102849.4|54141-2671-183 | 4.44962|0.29730|  8310|   54|7.678|0.082| 5.37840| 0.31774|
SDSS J084907.27+113925.6|54142-2667-437 | 1.68766|0.10281| 36074|  370|7.264|0.058| 1.92396| 0.10456|
SDSS J084909.45+342947.7|52701-1210-361 |32.37407|0.05486|  7485|   20|7.879|0.034|30.88502| 0.77460|
SDSS J084947.38+293721.2|52965-1588-622 | 4.88371|0.19356| 12919|  189|7.933|0.048| 5.08834| 0.20089|
SDSS J084948.62+331925.1|52701-1210-197 |21.90138|0.08608|  7594|   28|7.960|0.044|21.29967| 0.70298|
SDSS J084949.62+092353.4|53086-1760-488 |10.10810|0.12617|  8562|   45|8.006|0.059|10.39059| 0.47243|
SDSS J084951.11+553514.7|51900-0448-266 | 5.06349|0.07513| 28860|  127|7.803|0.023| 4.76711| 0.10076|
SDSS J085025.85+191639.5|53711-2281-364 | 3.51935|0.27871| 16333|  260|7.950|0.048| 3.36686| 0.14902|
SDSS J085028.34+271956.3|53350-1932-519 | 4.95038|0.11724| 21170|  172|7.951|0.024| 4.71185| 0.10862|
SDSS J085032.23+393735.4|52669-1198-342 | 6.40212|0.15806| 10657|   83|7.935|0.051| 6.64173| 0.27948|
SDSS J085033.55+382717.2|52323-0865-599 | 6.87332|0.16656| 18326|  179|8.400|0.031| 6.66551| 0.20997|
SDSS J085036.53+213854.5|53680-2280-577 | 2.91071|0.25279| 22893|  406|7.942|0.056| 2.41174| 0.12898|
SDSS J085053.08+561638.5|51902-0483-297 | 4.50881|0.23281| 17305|  293|8.313|0.050| 4.85030| 0.23844|
SDSS J085101.31+180339.4|53708-2279-552 | 3.85764|0.22750| 18059|  249|8.117|0.043| 3.78425| 0.15348|
SDSS J085125.74+053520.3|54149-2332-160 | 3.10071|0.24823| 23566|  344|8.116|0.048| 2.76543| 0.12927|
SDSS J085128.17+060551.2|54152-2317-151 | 9.60767|0.08367| 11362|   74|8.062|0.027|10.47302| 0.26464|
SDSS J085148.55+095035.2|54141-2671-044 | 1.39806|0.37764| 65680| 4067|7.966|0.217| 0.92559| 0.18356|
SDSS J085203.81+025044.5|54526-2913-269 | 2.44584|0.52966| 21648|  533|7.962|0.074| 1.51208| 0.10528|
SDSS J085209.16+841150.3|54523-2549-574 | 2.05788|0.15675| 29170|  225|7.806|0.041| 1.83553| 0.06865|
SDSS J085212.28+052918.2|54149-2332-153 | 2.87222|0.20486| 25341|  299|7.912|0.043| 2.43043| 0.09874|
SDSS J085242.36+011447.6|51912-0468-467 | 3.54882|0.20264| 17151|  326|8.052|0.059| 3.52187| 0.18889|
SDSS J085252.86+514246.7|51877-0447-063 | 5.89863|0.18547|  8135|   53|7.540|0.088| 6.50737| 0.40917|
SDSS J085255.01+185013.5|53729-2283-349 |10.20494|0.14999|  7987|   55|7.857|0.084| 9.67465| 0.58781|
SDSS J085316.99+213905.9|53680-2280-603 | 2.88142|0.22732| 21590|  350|7.889|0.049| 2.86903| 0.13328|
SDSS J085325.55+000514.2|51912-0468-132 | 5.11892|0.22710| 11943|  185|8.151|0.056| 5.35802| 0.26922|
SDSS J085337.32+054640.3|54149-2332-113 | 2.39843|0.31405| 19177|  410|7.839|0.068| 2.24861| 0.14129|
SDSS J085348.86+151114.1|53818-2431-164 | 2.26441|0.26273| 26283|  400|7.846|0.059| 2.33984| 0.12942|
SDSS J085351.59+372033.9|53765-2400-428 | 2.29528|0.47644| 16358|  286|7.811|0.055| 2.11399| 0.10508|
SDSS J085353.51+221629.0|53683-2282-379 | 7.20896|0.10000| 17149|   93|7.899|0.018| 7.02673| 0.11305|
SDSS J085403.30+361121.4|53765-2400-291 | 4.89039|0.31736|  9811|   63|7.973|0.066| 4.75928| 0.24655|
SDSS J085413.95+185323.6|53711-2281-510 | 4.89129|0.18752| 15151|  187|8.060|0.030| 5.11609| 0.15379|
SDSS J085434.26+015757.9|54526-2913-220 | 4.77807|0.29361|  9895|   48|7.862|0.049| 4.62676| 0.17693|
SDSS J085450.68+242144.1|53379-2085-566 | 4.08382|0.20157| 15439|  237|7.912|0.044| 3.96450| 0.16172|
SDSS J085452.66+021759.7|54526-2913-219 | 3.26175|0.34900| 13561|  300|8.092|0.052| 3.07517| 0.15370|
SDSS J085458.63+275225.6|53357-1934-309 |15.19493|0.18256|  6773|   67|7.884|0.127|15.23640| 1.35511|
SDSS J085500.51+330358.0|52974-1271-402 | 6.10769|0.17992| 12663|  190|8.028|0.048| 5.96310| 0.23453|
SDSS J085506.73+073710.3|52972-1299-190 | 4.23498|0.25071| 12809|  261|8.230|0.056| 4.87643| 0.24610|
SDSS J085507.29+063540.9|52668-1189-538 | 8.18861|0.12207| 10970|   85|8.215|0.040| 9.75158| 0.36309|
SDSS J085528.43+610211.3|54439-1785-450 | 2.16596|0.08663| 35757|  270|7.322|0.044| 2.06642| 0.08453|
SDSS J085541.71+474554.4|52238-0764-466 | 7.84599|0.16968|  9684|   46|8.262|0.046| 9.21919| 0.36891|
SDSS J085543.23+184601.3|53729-2283-399 | 4.63034|0.15294| 19836|  195|7.889|0.030| 4.34950| 0.12493|
SDSS J085557.48+081706.5|52972-1299-482 | 4.49887|0.21818| 17626|  183|8.040|0.033| 4.29171| 0.13068|
SDSS J085634.52+502748.3|51993-0551-122 | 2.84123|0.14057| 33965|  260|7.980|0.054| 2.82757| 0.13342|
SDSS J085644.72+102713.3|54141-2671-027 | 0.40769|0.35445| 65835| 4505|7.796|0.236| 0.76100| 0.16675|
SDSS J085704.65+122226.7|53820-2433-224 | 3.40477|0.21991| 15102|  313|7.990|0.053| 3.86596| 0.19673|
SDSS J085722.70+241810.0|53381-1933-046 | 1.93352|0.18350| 40884|  893|7.892|0.102| 2.01856| 0.17877|
SDSS J085727.50+025805.2|54526-2913-110 | 3.84849|0.16713| 19608|  134|7.881|0.021| 3.61918| 0.07305|
SDSS J085749.63+180802.5|53729-2283-187 |19.07276|0.15255|  6799|   67|8.064|0.122|19.93469| 1.79233|
SDSS J085804.06+531031.9|51900-0449-143 | 2.25461|0.21277| 29509|  306|7.843|0.058| 1.97679| 0.10286|
SDSS J085814.72+295427.0|52974-1590-225 | 2.45881|0.34119| 21127|  452|7.834|0.064| 2.23389| 0.13414|
SDSS J085828.81+441553.9|52605-0897-058 | 8.16791|0.21199|  9717|   68|8.137|0.070| 6.98256| 0.40148|
SDSS J085839.83+441030.2|52605-0897-053 | 6.37056|0.14944|  8977|   41|7.415|0.067| 6.20188| 0.31078|
SDSS J085850.48+515244.2|51993-0551-509 | 2.50996|0.23732| 20773|  463|8.106|0.068| 2.97240| 0.19020|
SDSS J085851.87+324635.8|52974-1271-537 | 6.31572|0.14288| 16771|  157|7.943|0.030| 5.51014| 0.15183|
SDSS J085906.22+011936.6|51913-0469-493 | 0.70365|0.43663| 57864| 3262|7.441|0.196| 0.65997| 0.12254|
SDSS J085929.56+150721.2|54052-2432-041 | 1.53611|0.20860| 46527| 1169|7.765|0.105| 1.48612| 0.14193|
SDSS J085937.31+082126.4|52972-1299-620 | 2.22578|0.30920| 24787|  476|7.976|0.067| 2.05736| 0.13027|
SDSS J085944.19+504051.0|51992-0552-315 | 2.99707|0.11511| 32001|  154|7.859|0.035| 2.90200| 0.08753|
SDSS J085947.33+422113.1|52293-0830-610 | 6.65122|0.17346| 15170|  515|8.502|0.040| 6.92707| 0.39355|
SDSS J085951.70+083618.2|52973-1300-355 | 6.22997|0.30687|  9569|   72|7.934|0.082| 5.45255| 0.33982|
SDSS J085954.02+415441.3|52294-0831-257 | 6.89342|0.14721|  9219|   48|7.628|0.067| 6.89357| 0.34063|
SDSS J090005.57+061535.4|52649-1192-328 | 5.12126|0.14639| 19666|  221|7.916|0.035| 4.57473| 0.15256|
SDSS J090019.50+232728.0|53708-2284-330 | 4.81451|0.40644| 12891|  265|7.890|0.069| 4.40315| 0.24705|
SDSS J090024.38+291830.9|53357-1934-366 | 2.51412|0.40086| 27602|  330|7.935|0.053| 2.40938| 0.11789|
SDSS J090029.66+181941.8|53729-2283-109 | 3.68488|0.12545| 25974|  246|7.691|0.035| 3.29989| 0.11215|
SDSS J090041.08+190714.4|53729-2283-502 | 6.38260|0.18564| 11691|  124|8.089|0.041| 6.95910| 0.25983|
SDSS J090058.22+033647.9|54526-2913-634 | 2.52442|0.40426| 24704|  313|8.080|0.044| 1.93983| 0.08296|
SDSS J090059.86+062920.6|52674-1191-189 | 3.01256|0.17533| 24966|  359|7.834|0.051| 2.83499| 0.13687|
SDSS J090112.45+025244.5|54526-2913-031 | 1.48756|0.39831| 43807|  989|7.561|0.099| 0.80320| 0.07458|
SDSS J090116.65+301035.3|52974-1590-135 | 0.79941|0.24024| 73468| 5732|7.335|0.232| 0.72421| 0.17299|
SDSS J090129.28+472831.8|52238-0764-108 | 2.38953|0.17336| 30750|  281|7.668|0.060| 1.97908| 0.10398|
SDSS J090136.12+162704.2|54052-2432-600 | 2.13226|0.16071| 49790|  779|7.700|0.061| 1.86476| 0.10791|
SDSS J090139.87+102231.0|53051-1738-402 | 2.76272|0.24675| 20615|  350|7.920|0.051| 2.78413| 0.13246|
SDSS J090145.84+481509.7|52238-0764-590 | 4.96965|0.22598| 24964|  274|8.576|0.041| 4.71771| 0.20437|
SDSS J090210.29+333509.8|52989-1272-438 | 6.08400|0.10356| 25887|  120|7.897|0.017| 5.36435| 0.08777|
SDSS J090254.09+575821.9|51902-0483-603 | 3.97923|0.14801| 17801|  223|7.977|0.040| 3.79534| 0.13853|
SDSS J090258.23+230640.2|53708-2284-411 | 9.68882|0.15903| 13581|  195|8.560|0.028|10.02486| 0.30127|
SDSS J090317.03+244407.1|53401-2086-178 |10.27070|0.21548|  8727|   52|8.021|0.066| 9.99597| 0.51297|
SDSS J090318.55+201245.8|53700-2285-447 |17.93217|0.11546|  7214|   30|7.875|0.050|17.85363| 0.65467|
SDSS J090326.85+480109.7|52238-0764-635 | 1.94586|0.30566| 28466|  369|7.842|0.063| 1.97214| 0.11331|
SDSS J090332.50+162601.1|54052-2432-626 | 3.35720|0.10605| 39260|  283|7.749|0.032| 2.88675| 0.08733|
SDSS J090348.57+083456.5|52973-1300-498 | 3.83324|0.20458| 18391|  216|7.992|0.037| 3.91064| 0.13457|
SDSS J090352.80+193643.6|53700-2285-500 | 3.50089|0.10522| 43480|  402|7.878|0.042| 3.22749| 0.12348|
SDSS J090355.17-003343.3|51929-0470-213 | 4.14438|0.16644| 17941|  233|7.914|0.042| 4.23227| 0.16107|
SDSS J090359.60+374018.4|53759-2380-621 | 2.02670|0.17505| 44619|  790|7.722|0.077| 1.89017| 0.13374|
SDSS J090402.82+134911.2|53826-2434-176 |17.81658|0.07706|  8166|   24|7.947|0.035|17.37778| 0.46131|
SDSS J090410.41+404819.7|52703-1199-580 | 2.78705|0.21476| 22067|  431|7.740|0.060| 2.34876| 0.13490|
SDSS J090416.45+584301.1|51907-0484-400 | 3.64638|0.16375| 24127|  332|7.868|0.046| 3.22696| 0.14301|
SDSS J090423.54+221210.1|53708-2284-173 | 2.98159|0.26614| 11125|  120|8.010|0.052| 5.34476| 0.24152|
SDSS J090431.82+143747.5|53826-2434-468 | 2.36127|0.22669| 26344|  324|7.899|0.048| 2.33477| 0.10528|
SDSS J090516.98+031604.9|52238-0566-232 | 4.82269|0.15253| 19923|  203|7.850|0.031| 4.25626| 0.12419|
SDSS J090525.18+514322.2|51992-0552-579 |13.29152|0.17213|  8082|   40|8.388|0.053|12.37112| 0.57288|
SDSS J090525.49+394339.1|52703-1199-023 | 3.10435|0.21517| 16225|  235|7.673|0.046| 3.61834| 0.15329|
SDSS J090542.96+264745.4|53387-1935-185 | 6.63558|0.33679|  9653|   61|7.817|0.070| 6.59074| 0.34704|
SDSS J090559.61+084324.7|52973-1300-549 | 4.20849|0.16475| 10022|   53|7.895|0.051| 6.52449| 0.25662|
SDSS J090611.00+414114.3|52668-1200-462 | 2.52562|0.15566| 47215|  746|7.858|0.065| 2.07682| 0.12410|
SDSS J090613.37+425002.9|52294-0831-158 | 1.80797|0.22646| 32425|  320|7.858|0.072| 1.90202| 0.11697|
SDSS J090621.64+380956.4|52705-0936-587 | 7.20627|0.21430| 20847|  329|8.904|0.048| 7.10823| 0.39571|
SDSS J090622.10+203551.2|53700-2286-429 | 4.50321|0.25985| 13165|  263|8.121|0.058| 4.84380| 0.24402|
SDSS J090624.26-002428.2|51929-0470-081 | 6.65203|0.19245| 11256|  157|8.071|0.061| 6.62045| 0.36494|
SDSS J090638.59+070059.7|52674-1191-533 |13.02390|0.09046| 18111|   79|7.924|0.014|12.38236| 0.16019|
SDSS J090712.37+364318.4|52703-1212-380 |19.35656|0.08485|  8625|   26|8.285|0.032|19.63671| 0.54166|
SDSS J090713.41+104248.1|53050-1739-359 |12.14948|0.12304|  7476|   65|7.903|0.105|12.66536| 0.95667|
SDSS J090713.88+471047.8|52606-0898-567 | 8.04861|0.11806|  9764|   42|7.879|0.045| 8.02358| 0.28010|
SDSS J090730.33+273628.5|53387-1935-462 |12.06473|0.31383|  7533|   66|8.083|0.103|11.77671| 0.91326|
SDSS J090730.66+381754.1|52705-0936-637 | 2.19461|0.24715| 20781|  378|7.216|0.057| 1.92831| 0.11427|
SDSS J090757.30+084524.9|52973-1300-531 | 3.62840|0.27151| 17306|  265|7.907|0.050| 3.33236| 0.14796|
SDSS J090851.64+260556.6|53387-1935-046 | 3.43021|0.29912| 17595|  294|7.870|0.054| 3.53343| 0.17050|
SDSS J090856.60+443111.9|52312-0832-386 |10.63060|0.17126|  9171|   58|8.385|0.061|10.39089| 0.56773|
SDSS J090932.48+114002.1|54086-2576-147 | 4.02139|0.17977| 19673|  297|7.969|0.047| 3.63882| 0.16253|
SDSS J090942.03+601928.2|54450-1786-130 |21.03232|0.05388|  8646|   32|8.177|0.039|21.71603| 0.70398|
SDSS J091005.45+081512.2|52973-1300-639 | 3.07913|0.23112| 27698|  267|7.856|0.043| 2.77575| 0.11084|
SDSS J091008.92+835535.5|54523-2549-614 | 4.03371|0.12056| 12840|  120|7.817|0.033| 4.95167| 0.13182|
SDSS J091022.52+272843.8|53387-1935-556 | 2.09910|0.27572| 65709| 2115|7.520|0.100| 1.44692| 0.14874|models with C/N/O
SDSS J091109.46+165345.4|53848-2437-187 | 3.41848|0.18222| 24516|  335|7.910|0.047| 2.84777| 0.12857|
SDSS J091120.84+305312.6|53768-2401-349 | 1.66929|0.27319| 58758| 1325|7.662|0.080| 1.38627| 0.11014|
SDSS J091133.64+032530.2|52238-0566-639 | 5.51102|0.25935| 12992|  335|8.290|0.065| 6.13803| 0.36533|
SDSS J091139.10+130655.7|54086-2576-526 | 2.98344|0.24290| 18940|  338|7.858|0.057| 2.98607| 0.15692|
SDSS J091145.12+353135.6|52993-1273-365 | 3.02581|0.18347| 20392|  273|7.843|0.041| 3.49003| 0.13284|
SDSS J091156.20+135436.0|54054-2436-153 |12.95126|0.13702|  9251|   28|7.930|0.034|12.14955| 0.32028|
SDSS J091213.68+000247.7|51955-0472-240 | 3.36085|0.20372| 19326|  413|7.718|0.068| 2.85353| 0.18220|
SDSS J091215.44+011958.9|51955-0472-368 | 1.83802|0.18928| 54432| 2029|7.919|0.140| 1.74182| 0.22266|
SDSS J091238.33+213206.2|53699-2288-321 | 4.69411|0.23193| 18541|  302|8.128|0.051| 4.57394| 0.22116|
SDSS J091258.85+091815.6|52976-1301-340 | 3.55708|0.15948| 21340|  226|7.828|0.032| 3.37196| 0.10279|
SDSS J091312.74+403628.8|52668-1200-017 | 6.14148|0.16532| 11825|  136|8.067|0.045| 6.48047| 0.26161|
SDSS J091349.50+223416.1|53763-2319-344 | 3.12132|0.41841| 19854|  345|7.823|0.054| 2.33734| 0.11710|
SDSS J091353.61+374909.9|52972-1213-428 | 1.70525|0.11003| 88027| 2995|7.393|0.088| 1.41657| 0.14580|
SDSS J091356.83+404734.7|52668-1200-065 |17.97963|0.12422|  6814|   45|7.777|0.085|16.30366| 0.97386|
SDSS J091359.82+040149.1|52252-0567-370 | 1.50195|0.20494| 46192| 1365|7.868|0.124| 1.53944| 0.16969|
SDSS J091405.56+420553.0|52674-1201-279 | 8.44553|0.20962|  7184|   66|7.474|0.127| 8.07414| 0.70436|
SDSS J091431.52+001742.3|51955-0472-483 | 4.25026|0.19408| 21133|  355|8.325|0.051| 4.40458| 0.22422|
SDSS J091438.68+233127.6|53705-2287-612 | 3.72202|0.17304| 24680|  207|7.901|0.029| 3.59122| 0.10100|
SDSS J091442.70+041455.9|52252-0567-417 | 0.66890|0.24223| 87175| 9213|7.212|0.249| 0.54270| 0.14945|models with C/N/O
SDSS J091508.38+523154.5|51999-0553-571 | 4.17588|0.13411| 23542|  221|8.023|0.031| 3.89559| 0.11718|
SDSS J091521.66+194939.7|53699-2288-227 | 4.43201|0.25373| 20015|  402|8.386|0.062| 4.33488| 0.26532|
SDSS J091527.99+094734.2|53050-1739-070 | 4.65112|0.13875| 15507|  182|7.645|0.036| 4.85464| 0.16184|
SDSS J091536.97+094335.2|53050-1739-012 | 7.48973|0.14386| 12093|  136|8.178|0.038| 8.82320| 0.30662|
SDSS J091543.84+663117.8|54464-1877-433 |12.69247|0.11707|  7871|   46|8.081|0.067|12.12464| 0.63396|
SDSS J091544.37+443940.7|52312-0832-515 | 2.74583|0.23367| 20592|  385|7.697|0.057| 2.35059| 0.12608|
SDSS J091558.19+201606.2|53699-2288-223 | 7.33813|0.14622| 25021|  198|8.202|0.029| 5.94304| 0.16792|
SDSS J091601.83+225947.4|53763-2319-323 |18.46279|0.26839|  6018|  179|8.642|0.368|23.86514| 6.76983|
SDSS J091601.87+200758.1|53699-2288-194 | 2.02029|0.13681| 31792|  190|7.271|0.044| 2.02884| 0.08380|
SDSS J091604.39+304655.4|53768-2401-466 | 3.59413|0.42136| 17912|  208|8.015|0.037| 3.06741| 0.10457|
SDSS J091609.19+543735.0|52000-0554-344 | 3.53561|0.09315| 30720|  160|7.917|0.035| 3.27537| 0.09813|
SDSS J091620.11+054802.6|52652-1193-592 |17.52696|0.13453|  6350|   95|7.782|0.204|15.07294| 2.04132|
SDSS J091635.07+385546.2|52707-0937-634 |11.17706|0.09138| 11349|   67|8.013|0.025|11.07990| 0.25431|
SDSS J091640.76+435941.1|52312-0832-144 |29.83144|0.04857|  8606|   18|7.977|0.024|29.38440| 0.54787|
SDSS J091731.01+092638.1|52976-1301-445 | 5.27918|0.25259| 11330|  115|8.079|0.043| 5.70814| 0.22700|
SDSS J091754.92+201605.8|53699-2288-157 | 7.22523|0.23608|  9684|   61|7.886|0.068| 7.26676| 0.37676|
SDSS J091757.26+093455.3|52976-1301-537 | 1.69860|0.32357| 32956|  346|8.020|0.076| 1.72794| 0.11189|
SDSS J091800.74-005049.6|51955-0472-001 | 2.44378|0.13978| 33008|  346|7.874|0.077| 2.57755| 0.17003|
SDSS J091801.05+322250.3|52990-1592-133 | 9.82264|0.32271|  7852|   42|7.885|0.064| 9.79286| 0.46289|
SDSS J091841.84+061702.1|52703-1194-070 | 3.71510|0.09677| 44917|  466|7.453|0.044| 3.26287| 0.13849|
SDSS J091844.52+120948.2|54086-2577-164 | 2.46501|0.32707| 18343|  301|7.326|0.055| 2.26802| 0.12514|
SDSS J091924.20+083710.9|52976-1301-596 | 6.03944|0.09039| 19718|  122|7.982|0.019| 5.76153| 0.10618|
SDSS J091958.62+204021.2|53727-2290-218 | 5.26871|0.16603| 17790|  152|7.898|0.028| 5.24044| 0.13280|
SDSS J092010.55+045721.1|52707-0991-221 | 2.28475|0.17156| 61325| 1637|7.392|0.090| 1.52065| 0.13867|
SDSS J092011.69+585545.5|51907-0484-638 | 7.19611|0.12304|  8800|   50|8.068|0.062|10.03994| 0.49435|
SDSS J092036.63+514743.2|52252-0767-395 | 2.47746|0.27003| 23330|  490|7.867|0.067| 2.09417| 0.13394|
SDSS J092154.74+224436.1|53727-2290-452 | 9.81925|0.15879|  9320|   34|7.964|0.041| 9.01610| 0.28848|
SDSS J092207.11+014637.2|51929-0473-077 | 4.03975|0.22341| 10374|  114|7.927|0.084| 5.26251| 0.35561|
SDSS J092208.61+053120.4|52707-0991-515 | 5.94122|0.15812| 14309|  288|7.942|0.040| 5.20902| 0.22029|
SDSS J092209.88+223354.1|53763-2319-542 | 2.95870|0.39240| 19637|  296|7.930|0.047| 2.34719| 0.10447|
SDSS J092252.13+524446.4|52252-0767-325 |11.34365|0.06705| 13479|  118|8.016|0.020|11.51333| 0.22460|
SDSS J092315.62+315857.5|53386-1941-342 | 6.84309|0.25722| 10369|   76|7.970|0.056| 6.78889| 0.31286|
SDSS J092326.78+482239.3|52637-0900-198 | 2.17609|0.27931| 21680|  475|8.063|0.067| 2.48908| 0.15824|
SDSS J092329.81+012020.0|51929-0473-074 | 7.22975|0.23419| 11175|  160|8.376|0.062| 6.42562| 0.39679|
SDSS J092334.88+250654.8|53714-2291-536 | 2.41118|0.31066| 17276|  317|7.984|0.059| 2.92358| 0.15409|
SDSS J092339.23+212860.0|53762-2304-008 | 7.52104|0.14345| 19301|  127|7.816|0.021| 6.86356| 0.13626|
SDSS J092359.28+452525.5|52314-0833-162 | 4.69946|0.20748| 12545|  291|8.146|0.070| 5.09871| 0.30293|
SDSS J092404.84+593128.8|51909-0485-185 | 3.52300|0.17879| 23480|  322|7.979|0.044| 3.52624| 0.15007|
SDSS J092405.74+304900.3|53768-2401-622 | 1.84098|0.34947| 35781|  349|7.886|0.057| 1.64925| 0.08072|
SDSS J092413.50+273432.9|53383-1940-348 | 7.29162|0.15794| 18144|  112|7.923|0.020| 6.71277| 0.12346|
SDSS J092415.31+563750.6|51908-0451-516 | 3.61766|0.18143| 21697|  364|7.968|0.051| 3.18443| 0.15423|
SDSS J092416.44+671013.2|54474-1878-395 | 4.04546|0.11687| 22978|  225|7.889|0.031| 4.12975| 0.12372|
SDSS J092451.92+463341.5|52314-0833-443 | 5.18341|0.19062| 18825|  301|8.446|0.050| 4.99667| 0.25673|
SDSS J092452.24+062648.8|54176-2402-209 | 2.65360|0.32165| 15472|  312|7.853|0.059| 2.36962| 0.12755|
SDSS J092454.58+543422.3|52266-0555-262 | 2.32311|0.12814| 30449|  156|7.209|0.034| 1.77396| 0.05773|
SDSS J092455.12+223246.3|53763-2319-628 | 3.64786|0.23282| 17756|  174|7.887|0.032| 3.49115| 0.10091|
SDSS J092511.61+050932.4|52707-0991-102 |24.66299|0.06057| 10835|   34|8.211|0.017|25.22688| 0.41049|
SDSS J092518.36+180534.1|53728-2360-220 | 7.97671|0.12489| 25293|  139|8.236|0.021| 7.48167| 0.15367|
SDSS J092526.56+535312.3|52266-0555-257 | 3.11269|0.18522| 19965|  283|7.868|0.044| 2.79778| 0.11336|
SDSS J092547.59+042248.2|52254-0568-452 | 5.65155|0.29682| 10140|   71|7.937|0.062| 6.02482| 0.29396|
SDSS J092550.63+032809.1|52254-0568-173 | 4.36597|0.22492| 15611|  332|8.206|0.051| 4.29930| 0.22573|
SDSS J092551.68+354000.3|52995-1274-173 |14.53738|0.20274|  7060|   55|7.865|0.096|12.79992| 0.87171|
SDSS J092553.76+540748.4|52266-0555-255 | 3.80452|0.23139| 20546|  349|8.201|0.052| 2.96831| 0.14836|
SDSS J092554.48+260652.9|53383-1940-207 | 5.04593|0.30221| 12311|  219|8.016|0.062| 4.64391| 0.23732|
SDSS J092558.34+055909.2|52707-0991-615 | 5.61014|0.23038| 10910|  117|8.070|0.060| 5.70593| 0.30025|
SDSS J092625.26+254826.0|53733-2294-352 | 4.43101|0.19513| 10862|   53|7.974|0.028| 7.09605| 0.17335|
SDSS J092733.26+254038.8|53733-2294-351 | 4.91260|0.32991| 10653|   90|7.938|0.055| 4.25770| 0.19319|
SDSS J092738.01+351126.5|52995-1274-012 | 3.14951|0.32266| 18294|  325|7.923|0.057| 3.15916| 0.16367|
SDSS J092801.09+133219.3|54093-2578-451 | 3.76033|0.20939| 25231|  296|8.076|0.043| 3.31718| 0.13576|
SDSS J092811.46-004156.6|52000-0474-046 | 3.33559|0.28403| 27461|  352|8.454|0.059| 3.35306| 0.19487|
SDSS J092840.28+184113.7|53728-2360-552 |27.62346|0.10702|  7683|   26|8.314|0.038|25.45791| 0.82291|
SDSS J092905.46+061118.7|54176-2402-049 | 2.15962|0.17332| 40333|  527|7.783|0.062| 1.68320| 0.09256|
SDSS J092927.25+124500.8|54093-2578-102 | 4.73699|0.22632| 21733|  281|8.144|0.039| 4.36043| 0.16659|
SDSS J092931.84+250638.7|53733-2294-233 | 3.57760|0.40725| 10678|  122|7.740|0.074| 3.27129| 0.19365|
SDSS J092936.53+081546.5|54169-2382-620 | 8.98274|0.09354| 12716|  107|7.970|0.028| 9.48189| 0.21560|
SDSS J093000.80+651412.5|54464-1877-012 | 3.41920|0.15076| 25372|  397|7.861|0.057| 2.94175| 0.15770|
SDSS J093006.80+522803.4|53763-2384-313 | 3.49978|0.08775| 34874|  247|7.738|0.046| 3.39024| 0.13863|
